,Distance (m),Name,Price,Rating,Borough,Neighborhood,Zipcode,Latitude,Longitude,Category
224,553.0,La Gondola Deli,1.0,,Bronx,Norwood,10458.0,40.87722415599446,-73.8793907395681,restaurant
225,523.0,Gold Star DBA Platinum Dining,2.0,9.0,Bronx,Williambridge,10467.0,40.88103887819211,-73.85744642974207,restaurant
226,979.0,Royal Coach Diner,2.0,8.5,Bronx,,10469.0,40.88103887819211,-73.85744642974207,restaurant
227,861.0,Kingston Tropical Bakery,1.0,8.2,Bronx,Williamsbridge,10466.0,40.88103887819211,-73.85744642974207,restaurant
228,888.0,Richie Rich Carribean,2.0,6.8,Bronx,,10469.0,40.88103887819211,-73.85744642974207,restaurant
229,66.0,O G Cafe,1.0,,Bronx,,10469.0,40.88103887819211,-73.85744642974207,restaurant
230,503.0,Platnium Dining,2.0,,Bronx,Williambridge,10467.0,40.88103887819211,-73.85744642974207,restaurant
231,577.0,Agra Grill,2.0,,Bronx,Williambridge,10467.0,40.88103887819211,-73.85744642974207,restaurant
232,578.0,Nana's African Kitchen,2.0,,Bronx,Olinville,10467.0,40.88103887819211,-73.85744642974207,restaurant
233,580.0,Cholo & Sons Bakery,1.0,,Bronx,Williambridge,10467.0,40.88103887819211,-73.85744642974207,restaurant
234,606.0,Ochie Bikkle Kool Carribbean,2.0,,Bronx,Olinville,10467.0,40.88103887819211,-73.85744642974207,restaurant
235,726.0,Superhero,1.0,,Bronx,Olinville,10469.0,40.88103887819211,-73.85744642974207,restaurant
236,732.0,Holyfruits Juice Press,1.0,,Bronx,Williambridge,10466.0,40.88103887819211,-73.85744642974207,restaurant
237,753.0,A2Z Deli,1.0,,Bronx,,10466.0,40.88103887819211,-73.85744642974207,restaurant
238,804.0,Te-Amo,1.0,,Bronx,,10467.0,40.88103887819211,-73.85744642974207,restaurant
239,813.0,Kennedy Fried Chicken,1.0,,Bronx,Williamsbridge,10466.0,40.88103887819211,-73.85744642974207,restaurant
240,846.0,Bennys Famous Pizzeria,1.0,,Bronx,Olinville,10467.0,40.88103887819211,-73.85744642974207,restaurant
241,876.0,Good Taste,2.0,,Bronx,,10469.0,40.88103887819211,-73.85744642974207,restaurant
242,903.0,New York Deli Grocery & Tobacco Shop,1.0,,New York,Williamsbridge,10466.0,40.88103887819211,-73.85744642974207,restaurant
243,912.0,Mango Restaurant & Catering,2.0,,Bronx,Williamsbridge,10466.0,40.88103887819211,-73.85744642974207,restaurant
244,935.0,El Valle Restaurant,2.0,,Bronx,Baychester,10469.0,40.88103887819211,-73.85744642974207,restaurant
245,223.0,Mizala Billing & Telehealth Consulting,,,Bronx,,10467.0,40.88103887819211,-73.85744642974207,restaurant
246,518.0,Maddy's African Grill Restaurant,,,Bronx,,10467.0,40.88103887819211,-73.85744642974207,restaurant
247,518.0,Jamaica Fried Chicken Restaurant,,,Bronx,,10467.0,40.88103887819211,-73.85744642974207,restaurant
248,521.0,Golden Crust,,,Bronx,,10467.0,40.88103887819211,-73.85744642974207,restaurant
249,563.0,La Parilla International,,,Bronx,Williambridge,10467.0,40.88103887819211,-73.85744642974207,restaurant
250,196.0,Caridad and Louie's Restaurant,2.0,7.7,Bronx,,10469.0,40.866858107252696,-73.83579759808117,restaurant
251,782.0,Fratelli,3.0,8.6,Bronx,Pelham Parkway,10469.0,40.866858107252696,-73.83579759808117,restaurant
252,678.0,Panera Bread,2.0,8.1,Bronx,Coop City,10475.0,40.866858107252696,-73.83579759808117,restaurant
253,954.0,Nick's Pizza Restaurant,2.0,8.1,Bronx,,10469.0,40.866858107252696,-73.83579759808117,restaurant
254,774.0,Red Lobster,2.0,7.9,Bronx,Coop City,10475.0,40.866858107252696,-73.83579759808117,restaurant
255,718.0,Sangria Cafe,2.0,7.6,Bronx,Coop City,10475.0,40.866858107252696,-73.83579759808117,restaurant
256,714.0,Olive Garden,2.0,7.5,Bronx,Hillside,10475.0,40.866858107252696,-73.83579759808117,restaurant
257,830.0,Chipotle Mexican Grill,1.0,7.3,Bronx,Coop City,10475.0,40.866858107252696,-73.83579759808117,restaurant
258,682.0,Outback Steakhouse,4.0,7.1,Bronx,Hillside,10475.0,40.866858107252696,-73.83579759808117,restaurant
259,426.0,Shake Shack,1.0,6.7,Bronx,,10475.0,40.866858107252696,-73.83579759808117,restaurant
260,438.0,Popeyes Louisiana Kitchen,2.0,6.7,Bronx,Coop City,10475.0,40.866858107252696,-73.83579759808117,restaurant
261,257.0,Pizza Hut,1.0,6.4,Bronx,Baychester,10469.0,40.866858107252696,-73.83579759808117,restaurant
262,713.0,Bagels On Bartow,1.0,6.8,Bronx,Coop City,10475.0,40.866858107252696,-73.83579759808117,restaurant
263,464.0,Moe's Southwest Grill,1.0,6.6,Bronx,Hillside,10475.0,40.866858107252696,-73.83579759808117,restaurant
264,798.0,Auntie Anne's,1.0,6.8,Bronx,Hillside,10475.0,40.866858107252696,-73.83579759808117,restaurant
265,483.0,McDonald's,1.0,6.3,Bronx,Coop City,10475.0,40.866858107252696,-73.83579759808117,restaurant
266,890.0,Dallas BBQ,2.0,6.6,Bronx,Coop City,10475.0,40.866858107252696,-73.83579759808117,restaurant
267,809.0,Charleys Philly Steaks,1.0,6.6,Bronx,Hillside,10475.0,40.866858107252696,-73.83579759808117,restaurant
268,457.0,Chuck E. Cheese's,2.0,6.3,Bronx,Hillside,10469.0,40.866858107252696,-73.83579759808117,restaurant
269,798.0,"""""""""""""Nathan's Famous""""""""""""",1.0,6.4,New York,Hillside,10475.0,40.866858107252696,-73.83579759808117,restaurant
270,807.0,Dragon City,2.0,6.3,Bronx,Coop City,10475.0,40.866858107252696,-73.83579759808117,restaurant
271,830.0,Sbarro,1.0,6.2,Bronx,Hillside,10475.0,40.866858107252696,-73.83579759808117,restaurant
272,270.0,Joyful Dragon Chinese Restaurant,1.0,,Bronx,Baychester,10469.0,40.866858107252696,-73.83579759808117,restaurant
273,896.0,Golden Krust Caribbean Bakery And Grill,2.0,6.1,Bronx,Baychester,10469.0,40.866858107252696,-73.83579759808117,restaurant
274,629.0,BBQ's,2.0,,New York,Coop City,10475.0,40.866858107252696,-73.83579759808117,restaurant
275,355.0,Enzo's Restaurant,3.0,8.6,Bronx,Pelham Parkway,10461.0,40.85741349808865,-73.85475564017999,restaurant
276,905.0,Patricia's,2.0,8.8,Bronx,Pelham Parkway,10461.0,40.85741349808865,-73.85475564017999,restaurant
277,336.0,Sorrento Pizzeria,1.0,7.6,Bronx,Pelham Parkway,10461.0,40.85741349808865,-73.85475564017999,restaurant
278,885.0,Sal & Dom's Pastry Shop,1.0,8.4,Bronx,Allerton,10469.0,40.85741349808865,-73.85475564017999,restaurant
279,984.0,John & Joe's Pizzeria,1.0,8.1,Bronx,Bronxdale,10462.0,40.85741349808865,-73.85475564017999,restaurant
280,175.0,Fresh Tortilla & Japanese Restaurant,,7.2,Bronx,Pelham Parkway,10461.0,40.85741349808865,-73.85475564017999,restaurant
281,269.0,Venezia Pizzeria,1.0,7.1,Bronx,Pelham Parkway,10469.0,40.85741349808865,-73.85475564017999,restaurant
282,235.0,Liberty Donuts & Coffee Shop,1.0,6.9,Bronx,Pelham Parkway,10461.0,40.85741349808865,-73.85475564017999,restaurant
283,971.0,La Casa Del Caffe,1.0,7.5,Bronx,Van Nest,10461.0,40.85741349808865,-73.85475564017999,restaurant
284,752.0,Li's Kitchen,1.0,6.9,Bronx,Allerton,10469.0,40.85741349808865,-73.85475564017999,restaurant
285,867.0,Azul Tequila,1.0,7.0,Bronx,Bronxdale,10462.0,40.85741349808865,-73.85475564017999,restaurant
286,292.0,Pasta-Pasta,2.0,6.3,Bronx,Pelham Parkway,10461.0,40.85741349808865,-73.85475564017999,restaurant
287,913.0,Scaglione Joseph Bakery,1.0,6.7,Bronx,Pelham Parkway,10461.0,40.85741349808865,-73.85475564017999,restaurant
288,139.0,Williamsbridge Gromer Deli,1.0,,Bronx,Allerton,10461.0,40.85741349808865,-73.85475564017999,restaurant
289,164.0,Milano Italian Delicatessen,1.0,,Bronx,Allerton,10461.0,40.85741349808865,-73.85475564017999,restaurant
290,321.0,Sofra,,,Bronx,Pelham Parkway,10461.0,40.85741349808865,-73.85475564017999,restaurant
291,558.0,L E Grocery,1.0,,Bronx,Van Nest,10462.0,40.85741349808865,-73.85475564017999,restaurant
292,804.0,Hong Kong Restaurant,1.0,,Bronx,Pelham Parkway,10461.0,40.85741349808865,-73.85475564017999,restaurant
293,932.0,Patricia's I Brick Oven Pizza & Pasta,1.0,,Bronx,Pelham Parkway,10461.0,40.85741349808865,-73.85475564017999,restaurant
294,933.0,Chef King,1.0,,Bronx,Allerton,10469.0,40.85741349808865,-73.85475564017999,restaurant
295,969.0,Mamma Rosa's Cucina,1.0,,Bronx,Allerton,10469.0,40.85741349808865,-73.85475564017999,restaurant
296,976.0,750 Astor Deli & Grocery,1.0,,Bronx,Bronxdale,10467.0,40.85741349808865,-73.85475564017999,restaurant
297,986.0,Zymi Pizza Restaurant,2.0,,Bronx,Bronxdale,10467.0,40.85741349808865,-73.85475564017999,restaurant
298,995.0,Diamante Poblano,1.0,,Bronx,Bronxdale,10467.0,40.85741349808865,-73.85475564017999,restaurant
299,189.0,Peachwave of The Bronx - Williamsbridge,,,Bronx,Allerton,10461.0,40.85741349808865,-73.85475564017999,restaurant
300,61.0,Filomena's Pizza & Pasta,1.0,8.8,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
301,183.0,Crab Shanty One,2.0,8.7,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
302,264.0,Artie's Steak and Seafood Restaurant,4.0,8.5,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
303,20.0,City Island Diner,1.0,7.7,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
304,497.0,Seafood City,2.0,8.1,Bronx,Country Club,10464.0,40.84724670491813,-73.78648845267413,restaurant
305,672.0,Scavello's On The Island,2.0,8.0,City Island,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
306,944.0,Sammy's Fishbox Restaurant,3.0,8.3,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
307,94.0,The Black Whale,2.0,7.1,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
308,641.0,Fella's,2.0,7.7,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
309,873.0,Seashore Restaurant & Marina,3.0,7.9,Bronx,Country Club,10464.0,40.84724670491813,-73.78648845267413,restaurant
310,776.0,Vistamar,2.0,7.7,Bronx,Country Club,10464.0,40.84724670491813,-73.78648845267413,restaurant
311,702.0,Archie's Tap & Table,3.0,7.5,City Island,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
312,583.0,Ohana Japanese Hibachi Seafood & Steakhouse,3.0,7.4,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
313,889.0,Sammy's Shrimp Box,3.0,7.2,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
314,5.0,The Snug,2.0,6.3,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
315,111.0,Clipper Coffee,1.0,,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
316,222.0,Fire House Corner Deli Grocery,1.0,,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
317,368.0,Rays Cafe & Restaurant,2.0,,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
318,761.0,Portofino Restaurant,3.0,5.8,Bronx,Country Club,10464.0,40.84724670491813,-73.78648845267413,restaurant
319,629.0,City Island Delicatessan,1.0,,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
320,91.0,Cuzzins Restaurant And Fine Dining,,,Long Island City,City Island,11120.0,40.84724670491813,-73.78648845267413,restaurant
321,116.0,Anthony's Italian Restaurant,,,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
322,174.0,Shar-Jo Rest,,,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
323,193.0,A Taste Of Italy,,,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
324,219.0,Man Overboard Sports Bar and Grill,,,Bronx,City Island,10464.0,40.84724670491813,-73.78648845267413,restaurant
325,754.0,Sal's Pizzeria,1.0,8.3,Bronx,Norwood,10467.0,40.870185164975325,-73.8855121841913,restaurant
326,410.0,Madden's Bedford Pub,1.0,7.5,Bronx,Belmont,10468.0,40.870185164975325,-73.8855121841913,restaurant
327,265.0,Bedford Park Gourmet Deli,1.0,7.2,Bronx,Belmont,10458.0,40.870185164975325,-73.8855121841913,restaurant
328,440.0,Jerome Pizza,1.0,7.4,Bronx,Belmont,10468.0,40.870185164975325,-73.8855121841913,restaurant
329,346.0,Jolly Tinker,2.0,7.2,Bronx,Belmont,10458.0,40.870185164975325,-73.8855121841913,restaurant
330,625.0,Hudson Garden Grill,3.0,7.4,Bronx,Bedford Park,10458.0,40.870185164975325,-73.8855121841913,restaurant
331,473.0,Bedford Cafe & Restaurant,2.0,7.0,Bronx,Belmont,10468.0,40.870185164975325,-73.8855121841913,restaurant
332,627.0,La Cabana 2 Salvadorena Restaurant,1.0,7.1,Bronx,Belmont,10468.0,40.870185164975325,-73.8855121841913,restaurant
333,672.0,Subway,1.0,6.7,Bronx,Norwood,10467.0,40.870185164975325,-73.8855121841913,restaurant
334,152.0,Hung Hing Chinese Restaurant,1.0,6.1,Bronx,Belmont,10458.0,40.870185164975325,-73.8855121841913,restaurant
335,464.0,La Rola Restaurant,2.0,5.9,Bronx,Belmont,10458.0,40.870185164975325,-73.8855121841913,restaurant
336,283.0,Rose Flower Restaurant,1.0,,Bronx,Belmont,10458.0,40.870185164975325,-73.8855121841913,restaurant
337,315.0,Dominican Bodega,1.0,,Bronx,Belmont,10458.0,40.870185164975325,-73.8855121841913,restaurant
338,949.0,Pine Tree Cafe,1.0,6.1,Bronx,Belmont,10458.0,40.870185164975325,-73.8855121841913,restaurant
339,401.0,Pique 86,1.0,,Bronx,Belmont,10458.0,40.870185164975325,-73.8855121841913,restaurant
340,436.0,House Pizza,1.0,,Bronx,Norwood,10458.0,40.870185164975325,-73.8855121841913,restaurant
341,437.0,Bennys Pizza Pasta,1.0,,Bronx,Belmont,10468.0,40.870185164975325,-73.8855121841913,restaurant
342,501.0,Hookah Kings,1.0,,Bronx,Belmont,10468.0,40.870185164975325,-73.8855121841913,restaurant
343,560.0,La Gondola Deli,1.0,,Bronx,Norwood,10458.0,40.870185164975325,-73.8855121841913,restaurant
344,996.0,Kingsbridge Coffee Shop & Deli,1.0,5.9,Bronx,Fordham,10468.0,40.870185164975325,-73.8855121841913,restaurant
345,611.0,New King Wah,1.0,,Bronx,Fordham,10458.0,40.870185164975325,-73.8855121841913,restaurant
346,641.0,Bainbridge Fish Market,3.0,,Bronx,Norwood,10467.0,40.870185164975325,-73.8855121841913,restaurant
347,688.0,Kam Man Kitchen,1.0,,Bronx,Norwood,10467.0,40.870185164975325,-73.8855121841913,restaurant
348,703.0,Empanadas Monumental,,,Bronx,Norwood,10467.0,40.870185164975325,-73.8855121841913,restaurant
349,727.0,Top Fresh Tortillas,1.0,,Bronx,Norwood,10467.0,40.870185164975325,-73.8855121841913,restaurant
350,776.0,Salsa Con Fuego,2.0,8.6,Bronx,Morris Heights,10468.0,40.85572707719664,-73.9104159619131,restaurant
351,688.0,Dallas BBQ,2.0,7.2,Bronx,Morris Heights,10468.0,40.85572707719664,-73.9104159619131,restaurant
352,307.0,McDonald's,1.0,5.6,Bronx,Morris Heights,10453.0,40.85572707719664,-73.9104159619131,restaurant
353,278.0,Juniors Seafood Restaurant,3.0,,Bronx,,10453.0,40.85572707719664,-73.9104159619131,restaurant
354,374.0,China Star Buffet,1.0,,Bronx,Mount Eden,10453.0,40.85572707719664,-73.9104159619131,restaurant
355,583.0,Running Cool Restaurant,2.0,,Bronx,University Heights,10453.0,40.85572707719664,-73.9104159619131,restaurant
356,755.0,Trio Lounge,2.0,,Bronx,University Heights,10468.0,40.85572707719664,-73.9104159619131,restaurant
357,761.0,Fa Bene Pizza,1.0,,Bronx,Fordham,10453.0,40.85572707719664,-73.9104159619131,restaurant
358,855.0,Crown Fried Chicken,1.0,,Bronx,Mount Eden,10457.0,40.85572707719664,-73.9104159619131,restaurant
359,874.0,Peking Chinese Restaurant,1.0,,Bronx,Mount Eden,10457.0,40.85572707719664,-73.9104159619131,restaurant
360,884.0,Good Taste Chinese Restaurant,1.0,,Bronx,Fordham,10458.0,40.85572707719664,-73.9104159619131,restaurant
361,927.0,Taina Grocery,1.0,,Bronx,Mount Hope,10457.0,40.85572707719664,-73.9104159619131,restaurant
362,982.0,McDonald's,1.0,5.2,Bronx,Fordham,10468.0,40.85572707719664,-73.9104159619131,restaurant
363,105.0,Au Bon Pain,,,Bronx,Morris Heights,10453.0,40.85572707719664,-73.9104159619131,restaurant
364,291.0,Mia Pizza & Subs,,,Bronx,University Heights,10453.0,40.85572707719664,-73.9104159619131,restaurant
365,374.0,Oli 99 Cent Fresh Pizza,,,Bronx,Mount Hope,10453.0,40.85572707719664,-73.9104159619131,restaurant
366,466.0,El Caridad,,,Bronx,Mount Hope,10453.0,40.85572707719664,-73.9104159619131,restaurant
367,489.0,Milagrosa Juice Bar,,,Bronx,University Heights,10453.0,40.85572707719664,-73.9104159619131,restaurant
368,564.0,Madison Cafe,,,Bronx,Mount Hope,10453.0,40.85572707719664,-73.9104159619131,restaurant
369,617.0,Chinese Room Restaurant,,,Bronx,University Heights,10453.0,40.85572707719664,-73.9104159619131,restaurant
370,709.0,BBQ Fordham Rd,,,Bronx,Morris Heights,10468.0,40.85572707719664,-73.9104159619131,restaurant
371,813.0,Grace Juice & Salad Bar,,,Bronx,Mount Eden,10457.0,40.85572707719664,-73.9104159619131,restaurant
372,832.0,Maribella Bar Restaurant,,,Bronx,University Heights,10468.0,40.85572707719664,-73.9104159619131,restaurant
373,842.0,Hamburger Society,,,Bronx,Morris Heights,10453.0,40.85572707719664,-73.9104159619131,restaurant
374,843.0,Turn On To Love Club,,,Bronx,Mount Eden,10453.0,40.85572707719664,-73.9104159619131,restaurant
375,771.0,La Estrella Bar & Restaurant,,7.5,Bronx,Concourse,10452.0,40.84789792606271,-73.91967159119565,restaurant
376,856.0,Suyo Gastrofusion,2.0,7.4,New York,Concourse,10452.0,40.84789792606271,-73.91967159119565,restaurant
377,828.0,Grandma's Pizza,1.0,7.1,New York,Highbridge,10033.0,40.84789792606271,-73.91967159119565,restaurant
378,883.0,Sam's Deli,1.0,6.4,Bronx,Concourse,10452.0,40.84789792606271,-73.91967159119565,restaurant
379,276.0,University Deli,1.0,,Bronx,Morris Heights,10452.0,40.84789792606271,-73.91967159119565,restaurant
380,833.0,Wendy’s,1.0,6.1,Bronx,Concourse,10452.0,40.84789792606271,-73.91967159119565,restaurant
381,932.0,Popeyes Louisiana Kitchen,1.0,6.1,Bronx,Concourse,10452.0,40.84789792606271,-73.91967159119565,restaurant
382,989.0,McDonald's,1.0,6.0,Bronx,Concourse,10452.0,40.84789792606271,-73.91967159119565,restaurant
383,593.0,La Moneda Restaurant,2.0,,Bronx,Mount Eden,10453.0,40.84789792606271,-73.91967159119565,restaurant
384,611.0,Taqueria Huarache,1.0,,Bronx,Concourse,10452.0,40.84789792606271,-73.91967159119565,restaurant
385,805.0,Emergency Snack Bar,,,Bronx,,10452.0,40.84789792606271,-73.91967159119565,restaurant
386,808.0,Las Sirenas Restaurant,1.0,,Bronx,Mount Eden,10453.0,40.84789792606271,-73.91967159119565,restaurant
387,842.0,John's Fried Chicken,2.0,,Bronx,Highbridge,10452.0,40.84789792606271,-73.91967159119565,restaurant
388,870.0,Subaba,,,New York,Fort George,10033.0,40.84789792606271,-73.91967159119565,restaurant
389,936.0,Kennedy Fried Chicken,1.0,,Bronx,Mount Eden,10453.0,40.84789792606271,-73.91967159119565,restaurant
390,975.0,Mi Reina Restaurant,,,Bronx,Morris Heights,10453.0,40.84789792606271,-73.91967159119565,restaurant
391,989.0,Cafe Cocina,1.0,,Bronx,Concourse,10452.0,40.84789792606271,-73.91967159119565,restaurant
392,183.0,Highbrid Internet Cafe,,,Bronx,Morris Heights,10452.0,40.84789792606271,-73.91967159119565,restaurant
393,326.0,Hamburger Society,,,Bronx,Morris Heights,10453.0,40.84789792606271,-73.91967159119565,restaurant
394,486.0,Wing Wong Chinese Restaurant,,,Bronx,Morris Heights,10453.0,40.84789792606271,-73.91967159119565,restaurant
395,552.0,Jobri Cafe,,,Bronx,Mount Eden,10453.0,40.84789792606271,-73.91967159119565,restaurant
396,665.0,Turn On To Love Club,,,Bronx,Mount Eden,10453.0,40.84789792606271,-73.91967159119565,restaurant
397,693.0,My Pizza,,,Bronx,Morris Heights,10453.0,40.84789792606271,-73.91967159119565,restaurant
398,774.0,Bravo Deli Grocery,,,Bronx,Highbridge,10452.0,40.84789792606271,-73.91967159119565,restaurant
399,829.0,Momumento Sports Bar,,,Bronx,Mount Eden,10453.0,40.84789792606271,-73.91967159119565,restaurant
400,794.0,Best Deli & Grill,1.0,8.9,Bronx,Belmont,10458.0,40.86099679638654,-73.89642655981623,restaurant
401,912.0,Gino's Pastry Shop,1.0,9.1,Bronx,Belmont,10458.0,40.86099679638654,-73.89642655981623,restaurant
402,963.0,Tino's Delicatessen,1.0,9.2,Bronx,Belmont,10458.0,40.86099679638654,-73.89642655981623,restaurant
403,996.0,Delillo Pastry Shop,1.0,9.0,Bronx,Belmont,10458.0,40.86099679638654,-73.89642655981623,restaurant
404,979.0,Casa Della Mozzarella Italian Deli,1.0,8.9,Bronx,Belmont,10458.0,40.86099679638654,-73.89642655981623,restaurant
405,971.0,Zero Otto Nove,3.0,8.8,Bronx,Belmont,10458.0,40.86099679638654,-73.89642655981623,restaurant
406,986.0,Enzo's,1.0,8.7,Bronx,Belmont,10458.0,40.86099679638654,-73.89642655981623,restaurant
407,963.0,Full Moon Pizzeria,2.0,8.5,Bronx,Belmont,10458.0,40.86099679638654,-73.89642655981623,restaurant
408,672.0,Cơm Tấm Ninh Kiều,1.0,7.9,Bronx,Fordham,10468.0,40.86099679638654,-73.89642655981623,restaurant
409,921.0,Howl at the Moon,,8.1,Bronx,Belmont,10458.0,40.86099679638654,-73.89642655981623,restaurant
410,991.0,Emilia's Restaurant,2.0,8.2,Bronx,Belmont,10458.0,40.86099679638654,-73.89642655981623,restaurant
411,167.0,Fordham Fried Chicken & Seafood,1.0,6.9,Bronx,Fordham,10468.0,40.86099679638654,-73.89642655981623,restaurant
412,863.0,White Castle,1.0,7.6,Bronx,Belmont,10458.0,40.86099679638654,-73.89642655981623,restaurant
413,981.0,Clinton Hall,2.0,7.4,Bronx,Belmont,10458.0,40.86099679638654,-73.89642655981623,restaurant
414,922.0,Rams Deli Plus,1.0,7.1,Bronx,Belmont,10458.0,40.86099679638654,-73.89642655981623,restaurant
415,502.0,Chipotle Mexican Grill,1.0,6.6,Bronx,Belmont,10458.0,40.86099679638654,-73.89642655981623,restaurant
416,993.0,Popeyes Louisiana Kitchen,1.0,6.6,Bronx,,10468.0,40.86099679638654,-73.89642655981623,restaurant
417,131.0,China City,1.0,,Bronx,Fordham,10458.0,40.86099679638654,-73.89642655981623,restaurant
