,Name,Reviews,Rating,Price,Distance (m),Latitude,Longitude,Address,Borough,Zipcode,Category
210,Anthony's Famous Gourmet Deli,34,4.0,$,436.1664542768761,40.88099,-73.87793,169 E Gun Hill Rd,Bronx,10467,restaurant
211,National Restaurant & Coffee Shop,75,4.0,$,921.6986125959452,40.8729995,-73.8891447,8 Bedford Park Blvd E,Bronx,10468,restaurant
212,Kawah Chinese Restaurant,29,4.0,$,589.5214465727091,40.87385,-73.88482,3044 Valentine Ave,Bronx,10458,restaurant
213,Pique 86,43,4.5,$,1244.569123971334,40.8696737140417,-73.8902724534273,220 E 198th St,Bronx,10458,restaurant
214,M & R Pizza,34,4.0,$,490.3995206666476,40.8806643,-73.8830342,7 E 208th St,Bronx,10467,restaurant
215,La Casa De Frida,13,4.5,,474.8054952809996,40.87302,-73.87837,307 E 204th St,Bronx,10467,restaurant
216,Las Maravillas de Mexico Restaurant,59,3.5,$$,908.6883889667422,40.87329,-73.88896,11 Bedford Park Blvd E,Bronx,10468,restaurant
217,Bedford Cafe & Restaurant,126,3.0,$$,916.5082646254764,40.87343,-73.88914,1 Bedford Park Blvd E,Bronx,10468,restaurant
218,Five Star Pizza & Burger,18,4.0,,479.144066758383,40.87939,-73.8744639,295 E Gun Hill Rd,Bronx,10467,restaurant
219,House Pizza,24,3.5,$,548.5241815837372,40.8740692,-73.884406,246 E 204th St,Bronx,10458,restaurant
220,Happy Dragon,24,3.5,$,499.7150989336792,40.88045,-73.8836,3388 Jerome Ave,Bronx,10467,restaurant
221,My Place Pizza,15,4.5,$,1243.297201189251,40.869103,-73.889633,240 E 198th St,Bronx,10458,restaurant
222,La Cabana 2 Salvadorena Restaurant,14,3.5,$$,662.6801839759434,40.875681,-73.886979,3150 Villa Ave,Bronx,10468,restaurant
223,Blimpie,5,4.5,$,509.87057472515056,40.8818271,-73.8796238,85 E Gun Hill Rd,Bronx,10467,restaurant
224,Tito’s Halal food,4,5.0,,479.6372559426538,40.88153046762362,-73.87906183094638,110 East Gunhill Rd,Bronx,10467,restaurant
225,Agra Grill,84,4.0,$$,587.1251705794303,40.88465,-73.86244,3835 White Plains Rd,Bronx,10467,restaurant
226,Gold Star Jerk & Seafood Center,96,3.5,$$,516.820357275792,40.88335,-73.8627801,3768 White Plains Rd,Bronx,10467,restaurant
227,Royal Coach Diner,225,3.5,$$,987.4364244414688,40.8724886,-73.8542747,3260 Boston Rd,Bronx,10469,restaurant
228,7 Spices Carribean Restaurant,23,4.5,$$,686.4110458437245,40.8752518,-73.8601151,906 E Gun Hill Rd,New York,10469,restaurant
229,Jerry's Pizza,24,4.5,$,893.404915945416,40.87595,-73.84922,3430 Boston Rd,Bronx,10469,restaurant
230,Rocatone Seafood Restaurant,38,3.5,$,511.9510642624627,40.8825792,-73.8631851,3740 White Plains Rd,Bronx,10467,restaurant
231,Richie Rich Carribean,110,3.0,$$,851.0231834890978,40.87599046889501,-73.84983858465729,3357 Fish Ave,Bronx,10469,restaurant
232,Coffee Bay Restaurant,13,4.5,,990.872358139498,40.8773,-73.84673,3431 Eastchester Road Bronx New York,The Bronx,10469,restaurant
233,Frank's Soup Bowl,29,3.0,$,421.0253009598413,40.87747,-73.85917,3580 Bronxwood Ave,Bronx,10469,restaurant
234,holyfruits juice press,6,5.0,,677.1081360314776,40.88652,-73.86097,3932 White Plains Rd,Bronx,10466,restaurant
235,The Good Dine,29,3.0,$,660.2439686654794,40.88625,-73.86112,3922 White Plains Rd,Bronx,10466,restaurant
236,Cousins Maine Lobster - New York,196,3.5,$$,18668.761170297545,40.75062056634609,-73.99715105833201,,New York,10001,restaurant
237,Les Q Carribbean Restaurant,8,4.0,,288.5229436692058,40.8833282552608,-73.8561121681773,3854 Bronxwood Ave,Bronx,10469,restaurant
238,D'Angelo's Pizza & Pasta,25,3.0,$$,693.7083178168881,40.87526,-73.86028,902 E Gun Hill Rd,Bronx,10469,restaurant
239,Laconia Pizza,6,4.5,$,804.521985463875,40.88472,-73.84919,3985 Laconia Ave,Bronx,10466,restaurant
240,Tien Lung Chinese Restaurant,5,4.0,,758.059312672231,40.88755,-73.8604,3966 White Plains Rd,Bronx,10466,restaurant
241,Sing Loon Chinese Kitchen,5,4.0,$,656.781405977996,40.8791809,-73.8649597,3606 White Plains Rd,Bronx,10467,restaurant
242,Big Wong Chinese Restaurant,6,3.5,$,772.0115346190325,40.88456,-73.849479,3975 Laconia Ave,Bronx,10466,restaurant
243,Mandarin Wok Restaurant,8,4.0,$$,1101.307364563091,40.8723498946071,-73.8511595766225,1232 E Gun Hill Rd,New York,10469,restaurant
244,Richie Rich Express,19,2.5,$,674.1719636695844,40.8862167501152,-73.8616185124991,705 E 222nd St,Bronx,10467,restaurant
245,Snacks station,3,4.5,,698.8525224805707,40.8788113,-73.86521929999999,3572 White Plains Rd,Bronx,10467,restaurant
246,Flamez Cuisine,2,4.5,,55.07714362981349,40.88055,-73.8575,3728 Bronxwood Ave,The Bronx,10469,restaurant
247,Top of the Hill Restaurant,3,3.5,,472.5626674871949,40.878413,-73.861866,3601 Barnes Ave,Bronx,10467,restaurant
248,Good Taste Chinese Restaurant,10,3.0,,872.5176405478767,40.8755989,-73.8501511,3416 Boston Rd,Bronx,10469,restaurant
249,Domino's Pizza,84,1.5,$,1020.9559650440722,40.87661,-73.846809,3484 Boston Rd,Bronx,10469,restaurant
250,Fratelli,104,4.0,$$,785.6263041391716,40.862992,-73.8435449,2507 Eastchester Rd,Bronx,10469,restaurant
251,Bagels On Bartow,69,4.0,$,559.8966472841922,40.8692951,-73.8299709,2033 Bartow Ave,Bronx,10475,restaurant
252,Sangria Cafe,244,3.5,$$,770.5524382364874,40.8694235021877,-73.8272849569855,2085 Bartow Ave,Bronx,10475,restaurant
253,Caridad and Louie's Restaurant,182,3.0,$$,206.1640745506578,40.86587,-73.83774,1660 E Gun Hill Rd,Bronx,10469,restaurant
254,Nick's Pizza Restaurant,77,4.0,$,953.979619401152,40.8703332,-73.8462856,1356 E Gun Hill Rd,Bronx,10469,restaurant
255,Outback Steakhouse,199,3.0,$$,683.4184594369843,40.8644057568953,-73.8283454105652,270 Baychester Ave,Bronx,10475,restaurant
256,Dallas BBQ,300,2.5,$$,940.0388069632542,40.867923785830165,-73.8247076,2160 Bartow Ave,Bronx,10475,restaurant
257,Shake Shack Bay Plaza,23,4.0,$$,425.17036134546856,40.86725942114285,-73.83076931846527,344 Baychester Ave,Bronx,10475,restaurant
258,Panera Bread,169,2.5,$$,678.0772647313587,40.8678662949,-73.8278447092,340 Baychester Avenue,Bronx,10475,restaurant
259,Misto Restaurant and Bar,21,4.5,,972.0648639173407,40.85994583652971,-73.84287431719666,2314 Eastchester Rd,Bronx,10469,restaurant
260,Olive Garden Italian Restaurant,209,2.5,$$,729.8759074034333,40.864583,-73.827656,200 Baychester Ave,The Bronx,10475,restaurant
261,Red Lobster,220,2.5,$$,780.3009454550343,40.8690608415422,-73.826987,2090 Bartow Ave,Bronx,10475,restaurant
262,The Dumplin Cove ,76,3.0,$$,1000.1883578168364,40.87583,-73.83616,1530 E 222nd St,Bronx,10469,restaurant
263,Nora Pizza,28,3.5,$,782.0607946867808,40.86255535700862,-73.84315427607456,2456 Eastchester Rd,Bronx,10469,restaurant
264,Chuck E. Cheese,30,3.5,$$,455.6061050736466,40.8632477,-73.8332358,1816 Gunhill Rd,Bronx,10469,restaurant
265,Xin Hi,46,3.0,$$,727.2900470712625,40.87033,-73.82848,2051 Bartow Ave,East Bronx,10475,restaurant
266,Villa Maria Pizzeria,25,3.5,$,805.0623353358858,40.8622513062393,-73.8431831513097,2440 Eastchester Rd,Bronx,10469,restaurant
267,Moe's Southwest Grill,12,4.5,,749.1249291882149,40.864316,-73.8275476,200 Baychester Ave,Bronx,10475,restaurant
268,Dragon City,47,3.0,$,855.3673714678445,40.869,-73.82613,2102 Bartow Ave,Bronx,10475,restaurant
269,No 1 Restaurant,13,3.5,$,649.350359685395,40.86977,-73.84262,3004 Eastchester Rd,Bronx,10469,restaurant
270,Mamma Lorna's Restaurant,4,5.0,,678.2421038465957,40.8696399,-73.84299,3007 Eastchester Rd,Bronx,10469,restaurant
271,Capri IV Deli Inc,13,3.5,$,717.3248883198992,40.86981,-73.82821,2073 Bartow Ave,Bronx,10475,restaurant
272,Rich Restaurant,26,3.0,$$,816.1627422090972,40.86254,-73.84363,2485 Eastchester Rd,Bronx,10469,restaurant
273,Outback Steakhouse,10,4.5,,966.8891065129648,40.86827209830537,-73.82445212944779,2100 Bartow Ave,Bronx,10475,restaurant
274,Pizza Hut,33,2.0,$,258.2097653754454,40.8686267,-73.83380771265149,2829 Edson Ave,Bronx,10469,restaurant
275,Patricia's,595,4.0,$$,929.1970978705766,40.84912,-73.8533099,1082 Morris Park Ave,Bronx,10461,restaurant
276,Enzo's of Williamsbridge,147,4.0,$$,366.9830598287282,40.85413,-73.85412,1998 Williamsbridge Rd,Bronx,10461,restaurant
277,SOFRA  - Traditional Greek & Albanian cuisine,49,4.5,$$,327.0808342742136,40.8545299,-73.85499,2011A Williamsbridge Rd,Bronx,10461,restaurant
278,Venezia Pizzeria,52,4.5,$,277.5715769087535,40.85993,-73.85515,1115 Astor Ave,Bronx,10469,restaurant
279,Sorrento Pizzeria,96,4.0,$,328.2729083817612,40.85447,-73.85438,2004 Williamsbridge Rd,Bronx,10461,restaurant
280,John & Joe's Pizzeria,193,4.0,$,987.9269496167684,40.8545949,-73.86578,749 Lydig Ave,Bronx,10462,restaurant
281,F & J Pine Restaurant,659,3.5,$$,1153.5590001174978,40.848685,-73.862069,1913 Bronxdale Ave,Bronx,10462,restaurant
282,Ez Grill NYC,150,4.0,$,862.6264377261973,40.8543220213677,-73.8641628382638,790 Lydig Ave,Bronx,10462,restaurant
283,Emilio's of Morris Park,210,4.0,$$,922.1076373252704,40.849121,-73.854675,1051 Morris Park Ave,Bronx,10461,restaurant
284,Healthy Fresh,105,4.5,$,969.7977773373336,40.8487099,-73.85532,1033 Morris Park Ave,Bronx,10461,restaurant
285,The Healthy Kitchen,118,4.0,$$,825.6974970548666,40.85035,-73.851727,1135C Morris Park Ave,Bronx,10461,restaurant
286,G & R Deli,45,4.5,$,503.68279452609096,40.853057,-73.853103,1928 Williamsbridge Rd,Bronx,10461,restaurant
287,Pasta-pasta,71,4.0,$$,294.49192077933174,40.8546061,-73.8549207,2023 Williamsbridge Rd,Bronx,10461,restaurant
288,Fratelli,104,4.0,$$,1123.8497772831167,40.862992,-73.8435449,2507 Eastchester Rd,Bronx,10469,restaurant
289,Liberty Donuts & Coffee Shop,48,4.0,$$,257.04840829944044,40.8548833429813,-73.8550067692995,2059 Williamsbridge Rd,Bronx,10461,restaurant
290,Mr.Q's,100,3.5,$$,202.52467157044123,40.8557802,-73.8558213,2115 Williamsbridge Rd,Bronx,10461,restaurant
291,Kiraku Sushi,93,3.5,$$,452.6833120004729,40.8532877,-73.8534942,1948 Williamsbridge Rd,Bronx,10461,restaurant
292,Chicken Vs Lamb,68,4.5,$,1221.985676936472,40.8489762040892,-73.845446217529,1825 Eastchester Rd,Bronx,10461,restaurant
293,Ann Clair's Salumeria,73,4.0,$,871.9424153048947,40.8498992919922,-73.851676940918,1130 Morris Park Ave,Bronx,10461,restaurant
294,Burger Time,153,3.5,$$,935.663296889804,40.8490600585938,-73.8534164428711,1080 Morris Park Ave,Bronx,10461,restaurant
295,Nana's Kitchen,30,4.5,,928.40527704508,40.84905,-73.85498,1809 Hone Ave,Bronx,10461,restaurant
296,Fresh Tortillas,58,3.5,$$,188.26304992623392,40.8559418,-73.8558273,2123 Williamsbridge Rd,Bronx,10461,restaurant
297,Tana Thai,214,3.0,$$,1134.4711391383885,40.8513635,-73.8439993,1890 Eastchester Rd,Bronx,10461,restaurant
298,Luciano Pizza,42,4.5,$,1008.2056257648364,40.84844,-73.85621,1005A Morris Park Ave,Bronx,10462,restaurant
299,Emilio’s Original Gourmet Pizza,37,4.5,$,963.6454023253392,40.86564,-73.85811,1015 Allerton Ave,Bronx,10469,restaurant
300,The Original Crab Shanty Restaurant,838,3.5,$$,168.4402279660643,40.848673,-73.787163,361 City Island Ave,Bronx,10464,restaurant
301,Arties Steak & Seafood,317,4.0,$$,271.7665056690483,40.84964,-73.78706,394 City Island Ave,Bronx,10464,restaurant
302,The Black Whale,195,3.5,$$,103.37934627884356,40.846302,-73.786432,279 City Island Ave,Bronx,10464,restaurant
303,Archie's Tap & Table,103,4.5,$$,707.705478433769,40.8531112670898,-73.7894973754883,536 City Island Ave,Bronx,10464,restaurant
304,Sammys Fish Box,933,3.0,$$$,940.0042373219908,40.83905665466202,-73.78371957251213,41 City Island Ave,Bronx,10464,restaurant
305,The Snug,41,4.0,$$,27.188749265081537,40.847187,-73.78617,302 City Island Ave,City Island,10464,restaurant
306,Seafood City,336,3.0,$$,491.9476399532306,40.8509765634744,-73.7896340329358,459 City Island Ave,Bronx,10464,restaurant
307,Clipper Coffee,14,5.0,,108.50039528675376,40.84633,-73.78598,274 City Island Ave,Bronx,10464,restaurant
308,City Island Diner,53,3.5,$,24.382003788399807,40.84717,-73.7862899,304 City Island Ave,City Island,10464,restaurant
309,Scott's Pizza Tours,363,5.0,$$,20705.065412169988,40.750244140625,-73.9970245361328,,New York,10001,restaurant
310,Sea Shore Restaurant & Marina,440,3.0,$$$,858.1345061693286,40.854201,-73.790912,591 City Island Ave,Bronx,10464,restaurant
311,Portofino Restaurant,236,3.5,$$$,754.5825956864006,40.853397,-73.79028,555 City Island Ave,Bronx,10464,restaurant
312,Ohana,171,3.5,$$,590.5804832823089,40.85233,-73.78896,500 City Island Ave,Bronx,10464,restaurant
313,Vistamar,176,3.5,$$$,771.3955328924718,40.8534629795985,-73.7905598622154,565 City Island Ave,Bronx,10464,restaurant
314,King Souvlaki - Astoria,345,4.0,$$,14768.36189216765,40.764355,-73.923586,31 St And 31 Ave,Astoria,11106,restaurant
315,Sammy's Shrimp Box Restaurant,332,2.5,$$$,892.1396106885434,40.83955,-73.78345,64 City Island Ave,Bronx,10464,restaurant
316,Lobster Box Restaurant,211,3.5,$$$,997.9153911216678,40.83865,-73.78313,34 City Island Ave,Bronx,10464,restaurant
317,Mysttik Masaala,57,5.0,,13081.005866485204,40.7764725821216,-73.9106457801393,21-77 31st St,Astoria,11105,restaurant
318,Starving Artist Cafe & Gallery,10,5.0,$$,205.8628148102536,40.845409,-73.786068,249 City Island Ave,Bronx,10464,restaurant
319,City Tamale,73,4.5,$,9229.004474792995,40.8102546,-73.8846809,1316 Oak Point Ave,Bronx,10474,restaurant
320,King Souvlaki,196,4.0,$$,9502.036231678145,40.7625,-73.76961,,Bayside,11361,restaurant
321,Man Overboard Sports Bar and Grill,8,4.5,,208.86978549901696,40.845414,-73.785944,247 City Island Ave,Bronx,10464,restaurant
322,Sea Food Kingz,34,4.0,,991.2210419023618,40.8554067953618,-73.79123255610466,634 City Island Ave,Bronx,10464,restaurant
323,Fella's,15,4.0,$,642.9162058786397,40.85264,-73.78917,522 City Island Ave,Bronx,10464,restaurant
324,Sea Breeze Deli,9,4.0,$,62.32910250412952,40.84769,-73.78682,325 City Island Ave,Bronx,10464,restaurant
325,Hudson Garden Grill,193,4.0,$$,623.4133105066708,40.86544744270648,-73.88154800211242,2900 Southern Blvd,Bronx,10458,restaurant
326,Lexa Bar & Garden,132,4.0,$$,704.3349054058223,40.872080983727145,-73.87751956903072,357 E 204th St,Norwood,10467,restaurant
327,Curry & Kebab,95,4.0,$$,659.3667878743157,40.8740694334906,-73.8795868679881,3111 Bainbridge Ave,Bronx,10467,restaurant
328,Pique 86,43,4.5,$,404.7753292959934,40.8696737140417,-73.8902724534273,220 E 198th St,Bronx,10458,restaurant
329,Jerome Pizza,81,4.0,$,438.07141264354,40.873216463621,-73.8888399776716,21 Bedford Park Blvd E,Bronx,10468,restaurant
330,Webster Cafe & Diner,81,3.5,$,344.3918984346768,40.86729,-73.88391,2873 Webster Ave,Bronx,10458,restaurant
331,Nicky's Coffee Shop,71,4.0,$,740.7219062407037,40.8748959634318,-73.879283460723,3140 Bainbridge Ave,Bronx,10467,restaurant
332,National Restaurant & Coffee Shop,75,4.0,$,411.596251293293,40.8729995,-73.8891447,8 Bedford Park Blvd E,Bronx,10468,restaurant
333,Mexicana Deli Grocery,47,4.0,$,697.3564599603731,40.87233,-73.87775,339 E 204th St,Bronx,10467,restaurant
334,Kawah Chinese Restaurant,29,4.0,$,409.3305431021519,40.87385,-73.88482,3044 Valentine Ave,Bronx,10458,restaurant
335,Bedford Pizza Pasta Restaurant,38,3.5,$,290.3219855014403,40.8677136898041,-73.8840410113335,380 Bedford Park Blvd,Bronx,10458,restaurant
336,Nicks Garden Coffee Shop,29,4.0,$,327.74599334985925,40.86763,-73.8833499,2953 Webster Ave,New York,10458,restaurant
337,Las Maravillas de Mexico Restaurant,59,3.5,$$,457.5189313942925,40.87329,-73.88896,11 Bedford Park Blvd E,Bronx,10468,restaurant
338,My Place Pizza,15,4.5,$,364.0143968433208,40.869103,-73.889633,240 E 198th St,Bronx,10458,restaurant
339,Sal's Pizzeria,68,3.5,$,735.5341206840347,40.87531,-73.87966,3167 Bainbridge Ave,Bronx,10467,restaurant
340,Bedford Cafe & Restaurant,126,3.0,$$,474.5374158201951,40.87343,-73.88914,1 Bedford Park Blvd E,Bronx,10468,restaurant
341,Los Girasoles Restaurant,24,4.5,$,864.8201914702317,40.86304,-73.88982,2613 Webster Ave,Bronx,10458,restaurant
342,Jolly Tinker,34,3.5,$,336.1234971891844,40.867552,-73.883549,2875 Webster Ave,Bronx,10458,restaurant
343,Rose Flower Restaurant,15,4.0,$,281.9543565692748,40.86797,-73.88383,383 Bedford Park Blvd,Bronx,10458,restaurant
344,Tony's Halal Food,19,4.0,$,679.0652722634467,40.8743215931494,-73.891453702655,156-198 Bedford Park Blvd W,Bronx,10468,restaurant
345,House Pizza,24,3.5,$,441.7863772963673,40.8740692,-73.884406,246 E 204th St,Bronx,10458,restaurant
346,La Casa De Frida,13,4.5,,690.7035766810561,40.87302,-73.87837,307 E 204th St,Bronx,10467,restaurant
347,Primavera Cafe,47,3.5,$,1032.2538300887918,40.86198,-73.89145,387 E Fordham Rd,Bronx,10458,restaurant
348,Kingsbridge Coffee Shop & Deli,21,4.0,$,984.0074255699944,40.86735,-73.8966,17 E Kingsbridge Rd,Bronx,10468,restaurant
349,Crab Island Cajun Seafood Express,5,5.0,,148.7474323489009,40.871283,-73.88645,239 Bedford Park Blvd,Bronx,10458,restaurant
350,Salsa Con Fuego,793,3.0,$$,729.2673225366664,40.86227,-73.91149,2297 Cedar Ave,Bronx,10468,restaurant
351,Patacon Pisao Truck,88,4.5,$,1030.801855355458,40.861288,-73.920191,431 W 202nd St,New York,10034,restaurant
352,Dallas BBQ,255,3.0,$$,712.0126318512273,40.86205,-73.91179,281 W Fordham Rd,Bronx,10468,restaurant
353,Bella Pizza,90,4.0,$,1098.665990449981,40.86291,-73.90197,19 W Fordham Rd,Bronx,10468,restaurant
354,Accra,41,3.5,$$,237.9465014026231,40.85402,-73.90849,2041 Davidson Ave,Bronx,10453,restaurant
355,Family's Cafe,51,4.0,$,885.3572094885114,40.860625,-73.902116,2378 Jerome Ave,Bronx,10468,restaurant
356,DisFruta,38,4.5,$,1243.969775429009,40.8646006932796,-73.9194239655506,510 W 207th St,New York,10034,restaurant
357,El Tina Fish Market,63,4.0,$$,1226.376764429547,40.8644535,-73.9193338,500 W 207th St,New York,10034,restaurant
358,Sushi Mambo,287,3.0,$$,1030.801855355458,40.86106,-73.92036,431 W 202nd St,New York,10034,restaurant
359,Diego's Pizza,30,4.0,$$,357.832045389048,40.8529243469238,-73.9086151123047,1995 Jerome Ave,Bronx,10453,restaurant
360,Taco's El Paisanito,34,4.0,$$,736.4208936376133,40.8624202,-73.9093167,202 W Fordham Rd,Bronx,10468,restaurant
361,Gyro King,55,4.0,$,1125.8839364922997,40.86227,-73.90019,50 E Fordham Rd,Bronx,10468,restaurant
362,Elena's Restaurant Authentic Mexican Cusine,45,3.5,$$,432.20931205373006,40.8519563823938,-73.9095045626163,5 West Tremont Ave,New York,10453,restaurant
363,Reyna Restaurant,9,4.5,$,201.53550663350825,40.8543029071622,-73.911898098886,1969 University Ave,West Bronx,10468,restaurant
364,Ming Wong Chinese Restaurant,9,4.5,$,237.00786785350985,40.85394,-73.90876,29 W Burnside Ave,Bronx,10453,restaurant
365,Liberato Restaurant,60,2.5,$$,289.7386020624386,40.853666748772,-73.9083069534393,10 W Burnside Ave,Bronx,10453,restaurant
366,Campesino Dominicano Restaurant,27,3.0,,165.5010911920855,40.8546314413067,-73.9117478763285,1987 University Ave,Bronx,10453,restaurant
367,La Lomita Mexican Deli,46,3.5,$,1214.360625774014,40.8641999,-73.91936,3868 10th Ave,New York,10034,restaurant
368,Xing Wang No. 1,8,4.5,,175.36941984461166,40.85421,-73.91,62 W Burnside Ave,Morris Heights,10453,restaurant
369,Las Sirenas Restaurant mexican restaurant,21,4.0,$,643.0834833804637,40.8498441427946,-73.9107464253902,1896 Jerome Ave,Bronx,10453,restaurant
370,Happy Land Buffet,16,4.0,$,376.6956656269557,40.8531112670898,-73.9075698852539,2028 Jerome Ave,Bronx,10453,restaurant
371,Cocina Taller,88,3.0,$$,1020.7079375996334,40.8614339,-73.9199223,416 B W 203rd St,New York,10034,restaurant
372,Papaye,35,3.5,$$,957.3954030058328,40.8574849,-73.899272,2300 Grand Concourse,Bronx,10458,restaurant
373,54 E Jobo Corporation,5,5.0,,491.9115544031973,40.85519,-73.90458,54 E 181st St,Bronx,10453,restaurant
374,Fa bene Pizza,11,4.5,,771.2400953566305,40.855961,-73.901251,2197 Grand Concourse Ave,Bronx,10453,restaurant
375,Suyo Gastrofusion,289,4.5,$$$,819.154794998151,40.84061,-73.91825,1401 Plaza Dr,Bronx,10452,restaurant
376,Grito Mexican Grill,213,4.0,$$,1139.1908718096906,40.85355,-73.93087,1555 Saint Nicholas Ave,New York,10040,restaurant
377,Golan Heights,74,4.0,$$,819.5868114529171,40.85147,-73.928109,2553 Amsterdam Ave,Manhattan,10033,restaurant
378,Tacos El Paisa,93,4.0,$,1102.0354633313164,40.8533143,-73.9306442,1548 Saint Nicholas Ave,New York,10040,restaurant
379,Yoly Restaurant,25,4.0,$,215.6662321901097,40.8459999,-73.91998,118 Featherbed Ln,Bronx,10452,restaurant
380,Antojitos Mexicanos,32,4.0,$,993.8206078814036,40.84863,-73.93144,511 West 181st St,New York,10033,restaurant
381,Next Stop Vegan In The Heights,17,5.0,$$,1172.3724142428084,40.85603,-73.92864,1636 St Nicholas Ave,New York,10040,restaurant
382,Seafood House,17,4.0,$,525.9386401457849,40.844448,-73.9153942,12 W Mt Eden Ave,Mount Eden,10452,restaurant
383,Accra,41,3.5,$$,1151.8828908230223,40.85402,-73.90849,2041 Davidson Ave,Bronx,10453,restaurant
384,Oche A Tu Gusto,12,5.0,$,1143.333797059157,40.85413,-73.9304499,1573 St Nicholas Ave,New York,10040,restaurant
385,Las Sirenas Restaurant mexican restaurant,21,4.0,$,809.5251758881392,40.8498441427946,-73.9107464253902,1896 Jerome Ave,Bronx,10453,restaurant
386,Chop Chop,52,3.5,$$,888.4339767739967,40.85012,-73.92987,501 W 184th St,New York,10033,restaurant
387,Elena's Restaurant Authentic Mexican Cusine,45,3.5,$$,977.5076358876456,40.8519563823938,-73.9095045626163,5 West Tremont Ave,New York,10453,restaurant
