Distance (m),Name,Neighbourhood,Zipcode,Reviews,Rating,Price,Latitude,Longitude,Borough,Category
,Stop & Shop,Northeast Bronx,10475,1875,4.3,2,40.8687666,-73.8255501,Bronx,supermarket
,CTown Supermarkets,Pelham and Throgs Neck,10464,70,4.2,,40.849233,-73.7875751,Bronx,supermarket
,Cherry Valley Marketplace,Bronx Park and Fordham,10458,1297,4.1,,40.866594,-73.8837591,Bronx,supermarket
,Met Foodmarkets of Fordham Manor,Bronx Park and Fordham,10458,287,3.8,,40.8687477,-73.8882274,Bronx,supermarket
,CTown Supermarkets,Bronx Park and Fordham,10458,356,3.9,2,40.8739186,-73.8840372,Bronx,supermarket
,Fine Fare Supermarkets,Bronx Park and Fordham,10468,208,4,,40.8750127,-73.8867124,Bronx,supermarket
,Family Dollar,Bronx Park and Fordham,10458,179,4.1,1,40.8670428,-73.8843569,Bronx,supermarket
,Foodtown of Bainbridge,Bronx Park and Fordham,10467,1387,3.9,,40.873577,-73.878776,Bronx,supermarket
,Kings Fruit Market,Bronx Park and Fordham,10467,24,4.3,,40.8731973,-73.8783004,Bronx,supermarket
,Gausia Foods Halal Supermarket,Bronx Park and Fordham,10467,11,3.9,,40.8716658,-73.8771192,Bronx,supermarket
,Dhaka Supermarket and Halal Meat,Bronx Park and Fordham,10467,229,4.1,,40.8716407,-73.8770163,Bronx,supermarket
,D & J Supermarket,Bronx Park and Fordham,10467,1,3,,40.8729087,-73.8752674,Bronx,supermarket
,A B International Market,Crotona and Tremont,10453,283,4.4,,40.8577198,-73.9046783,Bronx,supermarket
,Food Dynasty Supermarket,Crotona and Tremont,10453,515,4.1,,40.8536792,-73.9093698,Bronx,supermarket
,"Bonao Meats and Produce II, Inc",Crotona and Tremont,10453,18,4.6,,40.853215,-73.9061235,Bronx,supermarket
,Food Universe Marketplace,Crotona and Tremont,10453,188,4.2,,40.8591234,-73.9064501,Bronx,supermarket
,Lindo Supermarket,Crotona and Tremont,10453,21,4,,40.8589174,-73.9052162,Bronx,supermarket
,Bronx Marketplace,Crotona and Tremont,10453,50,4,,40.858742,-73.9047018,Bronx,supermarket
,Associated Supermarkets of River Park Towers,Crotona and Tremont,10453,146,2.8,,40.852512,-73.9216257,Bronx,supermarket
,171 Sammy's Discount Store,Crotona and Tremont,10453,4,3.8,,40.8540933,-73.9147549,Bronx,supermarket
,dollar deals,Crotona and Tremont,10453,39,4.2,,40.854055,-73.9123199,Bronx,supermarket
,Pioneer Supermarkets of Fordham Heights,Crotona and Tremont,10453,272,4,,40.8582929,-73.9035568,Bronx,supermarket
,Family Dollar,Bronx Park and Fordham,10468,451,3.9,1,40.8593267,-73.9037095,Bronx,supermarket
,CTown Supermarkets,Crotona and Tremont,10453,524,4.1,2,40.8574692,-73.9008139,Bronx,supermarket
,Antillana Superfood,Crotona and Tremont,10453,5,4.8,,40.8572113,-73.9005706,Bronx,supermarket
,Food dynasty supermarket,Bronx Park and Fordham,10468,109,4.5,,40.8596,-73.9033966,Bronx,supermarket
,Bonoful Grocery & Halal Meat,Crotona and Tremont,10453,21,4.3,,40.8570743,-73.903464,Bronx,supermarket
,Western Beef Supermarket,Crotona and Tremont,10460,513,4,,40.8351484,-73.8886204,Bronx,supermarket
,Family Dollar,Crotona and Tremont,10457,401,3.7,1,40.8479891,-73.8879432,Bronx,supermarket
,Fine Fare Supermarkets,Crotona and Tremont,10457,628,3.6,,40.8450727,-73.8907748,Bronx,supermarket
,Family Dollar,Crotona and Tremont,10460,330,3.9,1,40.8416621,-73.8829975,Bronx,supermarket
,United Grocery,Crotona and Tremont,10460,2,5,,40.8456057,-73.8839692,Bronx,supermarket
,CTown Supermarkets,Crotona and Tremont,10460,176,3.6,2,40.8375743,-73.8880179,Bronx,supermarket
,Key Food Supermarkets,Crotona and Tremont,10460,551,3.9,,40.8408516,-73.8790835,Bronx,supermarket
,Pioneer Supermarkets of West Farms,Crotona and Tremont,10460,31,4,,40.8401612,-73.8808673,Bronx,supermarket
,Domingo Grocery,Crotona and Tremont,10460,29,4.6,,40.8441667,-73.8805556,Bronx,supermarket
,Papa Food Market and Dollar Deals,Pelham and Throgs Neck,10472,5,4.4,,40.8338231,-73.8781548,Bronx,supermarket
,Jesus Enemencio,Crotona and Tremont,10460,,,,40.8425507,-73.8849821,Bronx,supermarket
,Price Choice,Crotona and Tremont,10460,193,3.5,,40.845834,-73.8848949,Bronx,supermarket
,Price Choice Foodmarkets,Crotona and Tremont,10460,367,3.9,,40.84375,-73.8872451,Bronx,supermarket
,JAMA Deli Grocery Corporation,HighBridge and Morrisania,10452,15,4.3,,40.8384102,-73.9264755,Bronx,supermarket
,Family Dollar,HighBridge and Morrisania,10452,162,3.8,1,40.8353845,-73.9284963,Bronx,supermarket
,Fine Fare Supermarkets,HighBridge and Morrisania,10452,102,3.5,,40.835839,-73.9275251,Bronx,supermarket
,125 west 165th st grocery corp.,HighBridge and Morrisania,10452,38,3.8,,40.8343167,-73.9278624,Bronx,supermarket
,Shop Fair of Rangel,Central Harlem,10039,109,3.4,,40.8321667,-73.9356667,Manhattan,supermarket
,Key Food Supermarkets,HighBridge and Morrisania,10452,275,4.1,,40.8281688,-73.9249182,Bronx,supermarket
,Met Foodmarkets of Jackson Ave,Hunts Point and Mott Haven,10455,326,3.6,,40.8156123,-73.908505,Bronx,supermarket
,SuperFresh,Hunts Point and Mott Haven,10455,1060,4.2,,40.8154183,-73.9151832,Bronx,supermarket
,CIBAO MEAT PRODUCTS,Hunts Point and Mott Haven,10455,3,5,,40.8164477,-73.9114781,Bronx,supermarket
,The Butcher's Choice 2,Hunts Point and Mott Haven,10455,120,4.4,,40.8158729,-73.9167304,Bronx,supermarket
,Family Dollar,Hunts Point and Mott Haven,10455,284,4,1,40.8108382,-73.9066342,Bronx,supermarket
,Pioneer Supermarkets of Willis,Hunts Point and Mott Haven,10454,581,3.6,,40.8092114,-73.9224917,Bronx,supermarket
,Borinquen Supermarket,Hunts Point and Mott Haven,10454,189,4.1,,40.812084,-73.9164017,Bronx,supermarket
,Los Hermanos MEAT MARKET,Hunts Point and Mott Haven,10455,28,4.7,,40.8119705,-73.9096658,Bronx,supermarket
,The Butcher's Choice Meat Market,Hunts Point and Mott Haven,10455,46,4.6,,40.8150182,-73.9157749,Bronx,supermarket
,FoodFest Depot,Hunts Point and Mott Haven,10454,784,4.4,,40.8030905,-73.9211825,Bronx,supermarket
,Pioneer Supermarkets of St Ann's,Hunts Point and Mott Haven,10454,270,3.6,,40.8071546,-73.9171053,Bronx,supermarket
,Shop Fair of Mott Haven,Hunts Point and Mott Haven,10454,136,4.2,2,40.8069761,-73.9193297,Bronx,supermarket
,CTown Supermarkets,Hunts Point and Mott Haven,10455,344,3.6,2,40.8123109,-73.9027216,Bronx,supermarket
,CTown Supermarkets,Hunts Point and Mott Haven,10459,363,3.6,2,40.8170324,-73.8959026,Bronx,supermarket
,Sabor Latino Deli Supermarket,Hunts Point and Mott Haven,10459,66,4.5,,40.8167831,-73.8973012,Bronx,supermarket
,Serie Fifty Five Supermarket,Hunts Point and Mott Haven,10459,7,4.4,,40.8167908,-73.8972956,Bronx,supermarket
,ALDUS WHOLESALERS INC.,Hunts Point and Mott Haven,10459,,,,40.8232414,-73.8921424,Bronx,supermarket
,Lucero Produce,Hunts Point and Mott Haven,10474,205,4.4,,40.8116259,-73.887901,Bronx,supermarket
,Food Universe Marketplace,Hunts Point and Mott Haven,10474,223,4,,40.8155092,-73.8865781,Bronx,supermarket
,Adom Market,Hunts Point and Mott Haven,10474,16,4.9,,40.8090604,-73.8846661,Bronx,supermarket
,AR Refrigeration corp,Hunts Point and Mott Haven,10474,,,,40.8074957,-73.8843103,Bronx,supermarket
,Royalty Foods,Hunts Point and Mott Haven,10474,,,,40.807627,-73.8852291,Bronx,supermarket
,US fresh,Hunts Point and Mott Haven,10474,21,3.8,,40.8131083,-73.882469,Bronx,supermarket
,A&j Produce Inc,Hunts Point and Mott Haven,10474,20,3.3,,40.8125115,-73.8801295,Bronx,supermarket
,Salzedo Supermarket,Hunts Point and Mott Haven,10474,65,4.4,,40.8167403,-73.8863934,Bronx,supermarket
,Mo Ice,Hunts Point and Mott Haven,10474,10,4.3,,40.8130253,-73.8934775,Bronx,supermarket
,Golden Apple Tree Supermarket,Hunts Point and Mott Haven,10455,124,3.6,,40.8178457,-73.9059611,Bronx,supermarket
,Key Food Supermarkets,Hunts Point and Mott Haven,10459,555,3.9,,40.8247759,-73.8913242,Bronx,supermarket
,Food Fair Fresh Market,Hunts Point and Mott Haven,10459,476,4,,40.8212287,-73.8907638,Bronx,supermarket
,Romero Fruit Market,Hunts Point and Mott Haven,10455,23,4.3,,40.815314,-73.9040823,Bronx,supermarket
,Associated Supermarkets of Woodstock,HighBridge and Morrisania,10456,217,3.7,,40.8212543,-73.905137,Bronx,supermarket
,Linda 99¢ Plus Discount,Hunts Point and Mott Haven,10459,2,5,,40.8202908,-73.9015771,Bronx,supermarket
,DJOBO African & Middle East Market,Hunts Point and Mott Haven,10459,,,,40.8228628,-73.8965061,Bronx,supermarket
,Fine Fare Supermarkets,Hunts Point and Mott Haven,10459,133,3.7,,40.8224049,-73.8960372,Bronx,supermarket
,Real Supermarket,Hunts Point and Mott Haven,10455,140,3.8,,40.8187739,-73.9022168,Bronx,supermarket
,Bravo Supermarkets,Hunts Point and Mott Haven,10455,134,3.9,,40.8178441,-73.90596,Bronx,supermarket
,Western Beef Supermarket,Pelham and Throgs Neck,10473,427,3.5,,40.8218671,-73.8673161,Bronx,supermarket
,Farmacia,Pelham and Throgs Neck,10473,2,4,,40.8230735,-73.8688197,Bronx,supermarket
,Food Universe Marketplace,Pelham and Throgs Neck,10473,378,3.9,,40.8168948,-73.8651382,Bronx,supermarket
,Western Beef Supermarket,Pelham and Throgs Neck,10472,2263,4.1,,40.8270883,-73.8627881,Bronx,supermarket
,Taylor Superette Corp,Pelham and Throgs Neck,10473,31,4.2,,40.8148463,-73.861553,Bronx,supermarket
,Family Dollar,Pelham and Throgs Neck,10473,282,3.9,1,40.8138994,-73.8585497,Bronx,supermarket
,Bangla Town Supermarket,Pelham and Throgs Neck,10472,54,3.8,,40.8324002,-73.8633622,Bronx,supermarket
,Al Aksa Halal Meat #2,Pelham and Throgs Neck,10461,17,4.3,,40.8391583,-73.8453333,Bronx,supermarket
,Key Food Supermarkets,Pelham and Throgs Neck,10462,170,3.8,,40.8394444,-73.8588889,Bronx,supermarket
,Foodtown of West Ave,Pelham and Throgs Neck,10462,829,4.1,,40.8373431,-73.8615475,Bronx,supermarket
,CTown Supermarkets,Pelham and Throgs Neck,10462,393,3.9,2,40.8399422,-73.8616499,Bronx,supermarket
,La Chapincita,Crotona and Tremont,10460,18,4.6,,40.8407471,-73.8731515,Bronx,supermarket
,Fine Fare Supermarkets,Crotona and Tremont,10460,128,3.5,,40.837475,-73.8675164,Bronx,supermarket
,Monte Grab & Go Market,Pelham and Throgs Neck,10461,375,4.1,2,40.848881,-73.8447789,Bronx,supermarket
,Fine Fare Supermarkets,Pelham and Throgs Neck,10462,216,4,,40.840174,-73.855705,Bronx,supermarket
,Key Food Supermarkets,Pelham and Throgs Neck,10461,377,3.9,,40.842222,-73.8453453,Bronx,supermarket
,African Market,Crotona and Tremont,10457,57,4.1,,40.8555694,-73.8957583,Bronx,supermarket
,Pioneer Supermarkets of Fordham Manor,Bronx Park and Fordham,10458,342,3.8,,40.8598671,-73.897575,Bronx,supermarket
,City Fresh Market,Bronx Park and Fordham,10458,153,4.1,,40.8616438,-73.8963416,Bronx,supermarket
,Food Universe Marketplace,Bronx Park and Fordham,10458,156,3.8,,40.8643607,-73.8918893,Bronx,supermarket
,Lucky,Crotona and Tremont,10457,99,4.3,1,40.8513194,-73.8883037,Bronx,supermarket
,3rd Golden Produce - المنتجات الذهبية,Bronx Park and Fordham,10458,5,4.8,,40.8576144,-73.8909279,Bronx,supermarket
,Modern Market,Bronx Park and Fordham,10458,296,4,,40.8552397,-73.8880964,Bronx,supermarket
,99¢ & Up Family Discount,Crotona and Tremont,10457,1,5,,40.8515531,-73.8888286,Bronx,supermarket
,Fine fare Supermarket,Bronx Park and Fordham,10458,90,3.6,,40.8636939,-73.8892282,Bronx,supermarket
,Future poultry market,Crotona and Tremont,10457,177,4.5,,40.8540433,-73.8967813,Bronx,supermarket
,Target Grocery,Bronx Park and Fordham,10458,,,,40.8624868,-73.8961046,Bronx,supermarket
,Key Food Supermarkets,Kingsbridge and Riverdale,10463,410,3.6,,40.8854373,-73.9092456,Bronx,supermarket
,Ben's Market,Kingsbridge and Riverdale,10463,93,4.3,,40.8784924,-73.9174679,Bronx,supermarket
,CTown Supermarkets,Kingsbridge and Riverdale,10471,146,3.9,2,40.9052883,-73.9010988,Bronx,supermarket
,Riverdale Kosher Market,Kingsbridge and Riverdale,10471,147,4.4,,40.9064105,-73.9050223,Bronx,supermarket
,Key Food Supermarkets,Kingsbridge and Riverdale,10471,408,3.4,,40.9060147,-73.904986,Bronx,supermarket
,Pruzzo's,Pelham and Throgs Neck,10461,788,4.4,1,40.8468568,-73.8327903,Bronx,supermarket
,Super Foodtown of Throgg's Neck,Pelham and Throgs Neck,10461,1466,4.2,,40.8343669,-73.8267489,Bronx,supermarket
,Target Grocery,Pelham and Throgs Neck,10465,52,4.6,,40.823563,-73.8367234,Bronx,supermarket
,S&W Supermarket & Deli,Pelham and Throgs Neck,10465,344,4.3,,40.819506,-73.817734,Bronx,supermarket
,Fine Fare Supermarkets,Pelham and Throgs Neck,10465,732,3.7,,40.8272471,-73.8231775,Bronx,supermarket
,Key Food Supermarkets,Pelham and Throgs Neck,10473,460,4,,40.8201256,-73.8479085,Bronx,supermarket
,Golden Mango Supermarkets,Pelham and Throgs Neck,10473,1195,4.2,,40.8190041,-73.8446172,Bronx,supermarket
,Met Foodmarkets of Soundview,Pelham and Throgs Neck,10473,155,3.9,,40.8215381,-73.8588098,Bronx,supermarket
,Cherry Valley Marketplace,Bronx Park and Fordham,10467,1539,4.2,,40.8759938,-73.8615601,Bronx,supermarket
,ALDI,Northeast Bronx,10469,3683,4.3,1,40.8632091,-73.8349915,Bronx,supermarket
,CO-OP CITY AFRICAN MARKET Inc.,Northeast Bronx,10469,223,4.3,,40.8686239,-73.8337771,Bronx,supermarket
,Food Universe Marketplace,HighBridge and Morrisania,10452,143,3.9,,40.835905,-73.922973,Bronx,supermarket
,Pioneer Fresh of Highbridge,HighBridge and Morrisania,10452,143,3.9,,40.8360561,-73.9250977,Bronx,supermarket
,Key Food Fresh,HighBridge and Morrisania,10456,357,3.8,,40.8333156,-73.9147775,Bronx,supermarket
,103 E 167st Bronxs N Y,HighBridge and Morrisania,10452,1,5,,40.8353457,-73.9190353,Bronx,supermarket
,Chang Li Supermarket Inc.,Pelham and Throgs Neck,10462,817,4.1,,40.8350839,-73.855352,Bronx,supermarket
,Pioneer Supermarkets of Unionport,Pelham and Throgs Neck,10462,322,3.6,,40.8352762,-73.8521885,Bronx,supermarket
,Spice Up Supermarket and Halal Food,Pelham and Throgs Neck,10472,24,4.5,,40.8278298,-73.849897,Bronx,supermarket
,Busy Town Mini Market,Pelham and Throgs Neck,10462,11,4.4,,40.833054,-73.8509909,Bronx,supermarket
,Cheema Super Market,Pelham and Throgs Neck,10462,10,4.3,,40.8338363,-73.8538054,Bronx,supermarket
,Catle Hill ave,Pelham and Throgs Neck,10462,1,5,,40.8352083,-73.8524131,Bronx,supermarket
,KHALIL SUPERMARKET,Pelham and Throgs Neck,10462,17,3.4,,40.8354074,-73.8556579,Bronx,supermarket
,Hasan Super Market,Pelham and Throgs Neck,10462,5,4.2,,40.8363671,-73.8530439,Bronx,supermarket
,Grameen Bazaar,Pelham and Throgs Neck,10462,7,4.7,,40.836429,-73.8529089,Bronx,supermarket
920.2989789,ShopRite of Bruckner Blvd,Pelham and Throgs Neck,10473,2644,2.5,2,40.82573,-73.8573,Bronx,restaurant
,Premium Halal Meat & Fish,Pelham and Throgs Neck,10462,44,3.8,,40.8362211,-73.8550302,Bronx,supermarket
,Al-Aqsa Halal Meat Supermarket,Pelham and Throgs Neck,10462,547,4.2,,40.8363559,-73.8548083,Bronx,supermarket
,CTown Supermarkets,Pelham and Throgs Neck,10472,817,4,2,40.8323974,-73.8608657,Bronx,supermarket
,Aftab Grocery & Halal Meat,Pelham and Throgs Neck,10472,66,4,,40.8307364,-73.8620998,Bronx,supermarket
,Associated Supermarkets of Edenwald,Northeast Bronx,10466,372,3.9,,40.8882658,-73.8471018,Bronx,supermarket
,CTown Supermarkets,Northeast Bronx,10466,283,3.7,2,40.8839707,-73.8490871,Bronx,supermarket
,Fine Fare Supermarkets,Northeast Bronx,10466,547,4.1,,40.8894632,-73.8436203,Bronx,supermarket
,Foodtown of Boston Road,Northeast Bronx,10469,928,4,,40.8767747,-73.8477078,Bronx,supermarket
,Palm Tree Marketplace,Northeast Bronx,10466,1669,4.2,,40.8806672,-73.8411272,Bronx,supermarket
,S & A Laconia Grocery,Northeast Bronx,10466,10,4.4,,40.8835723,-73.8494772,Bronx,supermarket
,City Fresh Market,Northeast Bronx,10466,7,4.3,,40.8881465,-73.8470064,Bronx,supermarket
,C & A West Indian Supermarket Fish & Grocery,Northeast Bronx,10469,24,4.4,,40.8762705,-73.8492427,Bronx,supermarket
,The Food Emporium,Southwest Brooklyn,11209,373,4,2,40.6292963,-74.0230753,Brooklyn,supermarket
,Key Food Marketplace,Southwest Brooklyn,11209,522,4.1,,40.6317466,-74.027899,Brooklyn,supermarket
,Associated Supermarket,Southwest Brooklyn,11209,20,3.3,,40.6281831,-74.029359,Brooklyn,supermarket
,Brooklyn Harvest Market,Southwest Brooklyn,11209,817,4.2,,40.6269874,-74.0299724,Brooklyn,supermarket
,FalahiFarms,Southwest Brooklyn,11209,21,4.6,,40.6241544,-74.0305094,Brooklyn,supermarket
,"DELI,GROCERY & BEER STORE",Southwest Brooklyn,11209,21,3.8,,40.6287208,-74.0291336,Brooklyn,supermarket
,Greek Bakaliko Gourmet Food Market,Southwest Brooklyn,11209,20,4.8,,40.6281895,-74.0228629,Brooklyn,supermarket
,Jmart,Southwest Brooklyn,11214,1709,4.1,,40.6099243,-74.0014267,Brooklyn,supermarket
,CTown Supermarkets,Borough Park,11204,364,3.9,2,40.6183001,-73.9912269,Brooklyn,supermarket
,Bensonhurst Market,Borough Park,11204,304,3.9,,40.612048,-73.9902713,Brooklyn,supermarket
,Wing Lee Supermarket,Borough Park,11204,1,1,,40.6149415,-73.9947333,Brooklyn,supermarket
,Great City Trading Inc 益街坊参茸海味,Borough Park,11204,5,4.2,,40.6146756,-73.9882261,Brooklyn,supermarket
,Mong Kok Supermarket,Southwest Brooklyn,11214,91,3.6,,40.6070817,-74.0020428,Brooklyn,supermarket
,18th Ave Supermarket,Southwest Brooklyn,11214,9,3.7,,40.6071663,-74.0021343,Brooklyn,supermarket
,Lucky Market,Borough Park,11204,8,4.1,,40.6174013,-73.9921491,Brooklyn,supermarket
,Sweet Garden Market,Borough Park,11204,10,4.6,,40.6174544,-73.9915196,Brooklyn,supermarket
,Star Market,Southwest Brooklyn,11214,162,4.2,,40.6072066,-74.0031578,Brooklyn,supermarket
,Japanese Ramen Noodle Manufacturer,Borough Park,11204,1,5,,40.612732,-73.9859566,Brooklyn,supermarket
,17 gourmet deli grill. 24/7,Southwest Brooklyn,11214,3,5,,40.6084041,-74.0048736,Brooklyn,supermarket
,CTown Supermarkets,Sunset Park,11220,953,4,2,40.6465052,-74.0085189,Brooklyn,supermarket
,Marketa Los Fernández,Sunset Park,11220,398,3.8,,40.6447007,-74.0103809,Brooklyn,supermarket
,City Fresh Market,Sunset Park,11220,419,4.1,,40.6434531,-74.0081944,Brooklyn,supermarket
,La Placita de Brooklyn,Sunset Park,11232,300,4.3,,40.64511,-73.999293,Brooklyn,supermarket
,Pioneer Supermarkets of Sunset Park,Sunset Park,11220,408,4.2,,40.6415798,-74.0142589,Brooklyn,supermarket
,La Dominicana,Sunset Park,11220,16,4.3,,40.6459847,-74.0055412,Brooklyn,supermarket
,Key Food Supermarkets,Sunset Park,11232,716,4,,40.648838,-74.0067749,Brooklyn,supermarket
,Seaport Seafood & Meat Market Inc,Sunset Park,11220,,,,40.6369208,-74.0078892,Brooklyn,supermarket
,Bravo Supermarkets,Sunset Park,11220,366,4,,40.6475487,-74.0119917,Brooklyn,supermarket
,Fei Long Market,Sunset Park,11220,200,3.6,,40.6438638,-74.0005039,Brooklyn,supermarket
,Valdez Supermarket,Sunset Park,11220,,,,40.6445718,-74.0141759,Brooklyn,supermarket
,King Mei Supermarket,Sunset Park,11220,6,4,,40.643022,-74.008593,Brooklyn,supermarket
,El Rancho Nuevo Supermarket,Sunset Park,11220,33,4.6,,40.648212,-74.0066499,Brooklyn,supermarket
,Pal Supermarket,Sunset Park,11220,45,4.7,,40.6492565,-74.0093323,Brooklyn,supermarket
,Green Village Supermarket,Sunset Park,11220,22,3.7,,40.6418044,-74.0171585,Brooklyn,supermarket
,Fu Chun Supermarket,Sunset Park,11220,3,3.7,,40.6403802,-74.0048242,Brooklyn,supermarket
,88market,Sunset Park,11220,,,,40.6432009,-74.0017703,Brooklyn,supermarket
,LANG QI FOODS SUPERMARKET,Sunset Park,11220,8,3.9,,40.6382617,-74.0097914,Brooklyn,supermarket
,Buy Best Grocery,Sunset Park,11220,6,4.7,,40.6436362,-74.0013079,Brooklyn,supermarket
,Key Food Supermarkets,Greenpoint,11222,626,4.2,,40.7299071,-73.950973,Brooklyn,supermarket
,Rachel's Garden,Greenpoint,11222,62,4.4,,40.7242152,-73.9488753,Brooklyn,supermarket
,CTown Supermarkets,Greenpoint,11222,301,4,2,40.7319198,-73.9548616,Brooklyn,supermarket
,Associated Supermarkets of Greenpoint,Greenpoint,11222,144,3.7,,40.7280228,-73.9529423,Brooklyn,supermarket
,Mom & Pop's Organic Market,Greenpoint,11222,18,3.6,,40.729929,-73.9542572,Brooklyn,supermarket
,supermarket,Greenpoint,11222,1,5,,40.7321227,-73.9598154,Brooklyn,supermarket
,ZhongXing Produce Inc.,Greenpoint,11222,2,5,,40.7306556,-73.9447397,Brooklyn,supermarket
,CTown Supermarkets,Southern Brooklyn,11223,324,4,2,40.5968732,-73.9754816,Brooklyn,supermarket
,Food Universe Marketplace,Southern Brooklyn,11223,2,5,,40.5968732,-73.9754816,Brooklyn,supermarket
,T-L Food Market Inc.,Southern Brooklyn,11223,2,5,,40.596356,-73.979936,Brooklyn,supermarket
,Kosher Corner Supermarket Inc,Southern Brooklyn,11223,189,4.3,,40.6023443,-73.9721061,Brooklyn,supermarket
,Key Food Supermarkets,Southern Brooklyn,11223,776,4.1,,40.5864501,-73.9717926,Brooklyn,supermarket
,NetCost Market,Southern Brooklyn,11224,1601,4.3,,40.5795608,-73.9730028,Brooklyn,supermarket
,NetCost Market,Southern Brooklyn,11235,1112,4.1,,40.578462,-73.9584971,Brooklyn,supermarket
528.6723646,Brighton Bazaar,Southern Brooklyn,11235,1105,3.5,2,40.57827,-73.95913,Brooklyn,restaurant
,Key Food Supermarkets,Southern Brooklyn,11224,593,4.2,,40.5800289,-73.9722852,Brooklyn,supermarket
,Belarus Supermarket,Southern Brooklyn,11224,51,3.8,,40.5800829,-73.9721737,Brooklyn,supermarket
,3045 Supermarket,Southern Brooklyn,11235,2,3,,40.5816361,-73.9597242,Brooklyn,supermarket
,Fruit Dynasty,Southern Brooklyn,11235,18,3.6,,40.5769771,-73.9653119,Brooklyn,supermarket
,Deli,Southern Brooklyn,11235,,,,40.577287,-73.9644332,Brooklyn,supermarket
,Supermarket Kiev,Southern Brooklyn,11235,20,4.5,,40.5763877,-73.9661344,Brooklyn,supermarket
,Brighton Express Food Market,Southern Brooklyn,11235,53,4.3,,40.5774532,-73.9635118,Brooklyn,supermarket
,Brighton Fruit Market,Southern Brooklyn,11235,36,4.6,,40.577614,-73.962587,Brooklyn,supermarket
,Matty's,Southern Brooklyn,11235,1,5,,40.577214,-73.9621687,Brooklyn,supermarket
,Big Bazaar,Southern Brooklyn,11235,90,3.4,,40.5761561,-73.9680617,Brooklyn,supermarket
,Tashkent Supermarket Halal Food,Southern Brooklyn,11235,3377,4.4,,40.5783093,-73.9601365,Brooklyn,supermarket
,"New Eastern II Fruits, Vegetables, and Grocery Inc",Southern Brooklyn,11235,225,4.2,,40.5815676,-73.9622953,Brooklyn,supermarket
,Golden Key 2,Southern Brooklyn,11235,86,4.1,,40.5784243,-73.957576,Brooklyn,supermarket
,Stop & Shop,Southern Brooklyn,11235,2842,4.2,2,40.5898254,-73.9519989,Brooklyn,supermarket
,Sheepshead Bay Halal Market,Southern Brooklyn,11235,27,4.6,,40.5893978,-73.9424111,Brooklyn,supermarket
,Sheepshead Bay Marketplace,Southern Brooklyn,11235,1405,4.4,,40.5883695,-73.9518068,Brooklyn,supermarket
,Ester Deli Food,Southern Brooklyn,11229,273,4.2,,40.5946028,-73.9410797,Brooklyn,supermarket
,Bay Fresh Supermarket Inc,Southern Brooklyn,11235,2,4.5,,40.587075,-73.9535933,Brooklyn,supermarket
,Portokali Gourmet Market,Southern Brooklyn,11235,523,4.5,,40.587381,-73.953667,Brooklyn,supermarket
,Bay Supermarket Deli & Grocery,Southern Brooklyn,11235,2,4.5,,40.5871944,-73.9538141,Brooklyn,supermarket
,Key Food Supermarkets,Borough Park,11230,261,3.7,,40.6339905,-73.9637496,Brooklyn,supermarket
,Fine Fare Supermarkets,Flatbush,11210,403,3.8,,40.6341628,-73.9493831,Brooklyn,supermarket
,New Asian Supermarket,Borough Park,11230,,,,40.634803,-73.964381,Brooklyn,supermarket
,Apna Supermarket,Borough Park,11230,34,4.2,,40.6334911,-73.9673638,Brooklyn,supermarket
,Urban Market by Key Food,Central Brooklyn (Bedford Stuyvesant – Crown Heights),11216,623,3.9,,40.6748668,-73.9498687,Brooklyn,supermarket
,Met Foodmarkets,Central Brooklyn (Bedford Stuyvesant – Crown Heights),11216,196,3.9,,40.6720779,-73.9500574,Brooklyn,supermarket
,Fine Fare Supermarkets,Central Brooklyn (Bedford Stuyvesant – Crown Heights),11213,297,4,,40.6707392,-73.9418748,Brooklyn,supermarket
,Royal Market,Central Brooklyn (Bedford Stuyvesant – Crown Heights),11216,,,,40.6720779,-73.9500574,Brooklyn,supermarket
,3guys From Brooklin,Central Brooklyn (Bedford Stuyvesant – Crown Heights),11216,1,1,,40.6781784,-73.9441579,Brooklyn,supermarket
,Sam Do Supermarket Corp.,Flatbush,11225,16,4.2,,40.6683467,-73.9532869,Brooklyn,supermarket
,Green Acre Farms,Flatbush,11203,321,4.2,,40.6441691,-73.9297612,Brooklyn,supermarket
,CTown Supermarkets,Flatbush,11203,128,3.6,,40.6418242,-73.9365476,Brooklyn,supermarket
,the carabbean paradise,Flatbush,11203,2,5,,40.6423404,-73.9289446,Brooklyn,supermarket
,NG Supermarket,Borough Park,11218,46,3.9,,40.6385842,-73.9742957,Brooklyn,supermarket
,Foodtown of Kensington,Borough Park,11218,1313,4.1,,40.6447525,-73.9801559,Brooklyn,supermarket
,Grameen Bazar,Borough Park,11218,7,5,,40.6426344,-73.9802826,Brooklyn,supermarket
,Bangla Nagar Supermarket,Borough Park,11218,156,3.8,,40.642749,-73.980067,Brooklyn,supermarket
,Suchana Super Market,Borough Park,11218,11,4,,40.6424627,-73.9795595,Brooklyn,supermarket
,Green House Deshi Supermarket,Borough Park,11218,39,3.9,,40.6425897,-73.9795794,Brooklyn,supermarket
,merchandiser+++,Borough Park,11219,,,,40.6434487,-73.9912174,Brooklyn,supermarket
,Union Market,Northwest Brooklyn ,11215,375,4.2,3,40.6647222,-73.9836111,Brooklyn,supermarket
